Term, count
shaped,4
vessels,4
regularly,4
pain,4
damage,4
lfs,4
lymphocytes,4
predict,4
mediated,4
policies,4
mvpa,4
internet-based,4
blef,4
alef,4
decisions,4
prediagnostic,4
calls,4
tools,4
dv,4
patient-oncologist,4
employees,4
trouble,4
sleeping,4
packing,4
lunches,4
cognitive,3
attentional,3
reflex,3
disorder,3
success,3
validated,3
clinic,3
targets,3
third,3
x-ray,3
absorptiometry,3
coverage,3
newspaper,3
topic,3
visual,3
observe,3
initially,3
descriptive,3
estimating,3
ventilation,3
changed,3
potentially,3
transition-to-adulthood,3
themes,3
accumulated,3
experienced,3
identification,3
22,3
plans,3
means,3
revealed,3
poorer,3
persons,3
impacts,3
supplement,3
concurrently,3
48,3
tried,3
30-day,3
1.09,3
heavy,3
engaged,3
frequently,3
polymorphisms,3
snp,3
biological,3
16,3
putative,3
rs3778150,3
located,3
intron,3
resulted,3
4.3,3
-8,3
1.48,3
specialties,3
334,3
responded,3
mailed,3
regular,3
specialty,3
embarrassment,3
consider,3
preclinical,3
sustained,3
comparisons,3
agents,3
38,3
2015,3
c,3
biology,3
82,3
widely,3
benign,3
ambiguous,3
generally,3
thus,3
maximize,3
formation,3
inclusion,3
cardiovascular,3
sources,3
electronic,3
1.29,3
lead,3
selection,3
benchmark,3
linked,3
1995,3
2007,3
propensity,3
instrumental,3
variable,3
1.59,3
useful,3
comparative,3
various,3
definitions,3
ductal,3
lymph,3
differ,3
contrast,3
stable,3
1996,3
service,3
examinations,3
55,3
countries,3
lowering,3
large-scale,3
5-year,3
10-year,3
59,3
2005,3
category,3
helpfulness,3
cope,3
and/or,3
event,3
relatively,3
vary,3
theory,3
influences,3
spouses,3
couples,3
couple-based,3
cervical-cancer,3
variety,3
precancerous,3
cost,3
cost-effective,3
acid,3
heterogeneity,3
two-sided,3
significance,3
showed,3
variations,3
mht,3
rs964293,3
high-fat,3
questionnaire,3
ptrend,3
0.04,3
appeared,3
stronger,3
1999.,3
11,3
modestly,3
meaningful,3
pfs-r,3
version,3
none,3
mild,3
severe,3
decrements,3
sexual,3
cut-score,3
standardized,3
enhance,3
guide,3
vegetable,3
servings,3
constructs,3
fvs,3
autonomous,3
knowledge,3
addressed,3
subscale,3
strong,3
dysfunction,3
ostomy,3
regularity,3
survivorship,3
pharmacologic,3
height,3
modeled,3
modest,3
free,3
modification,3
specifically,3
insoluble,3
g/day,3
likelihood,3
iiia,3
premenopausal,3
county,3
nonfatal,3
occurrence,3
hrr,3
0.68,3
order,3
investigation,3
specialized,3
quartile,3
adequate,3
enhanced,3
wild-type,3
international,3
units,3
progesterone,3
endometrium,3
q4,3
1.12,3
1.07,3
1.15,3
1.08,3
diagnoses,3
fetal,3
birth,3
preliminary,3
racial,3
inadequate,3
native,3
1.3,3
medications,3
prediction,3
kg/m,3
resonance,3
young,3
electric,3
underlying,3
risks,3
educational,3
equation,3
slightly,3
46,3
uncertainty,3
seek,3
way,3
non-binge,3
designed,3
tailored,3
simple,3
hiv,3
seroconversion,3
0.74,3
promoting,3
appropriate,3
advertising,3
policy,3
multiethnic,3
tertile,3
presents,3
beyond,3
high-quality,3
largely,3
homeostasis,3
pomc,3
lepr,3
indicators,3
15-year,3
unclear,3
error,3
healthcare,3
/=65,3
8-10,3
reasonable,3
ratings,3
search,3
effort,3
insurance,3
seeking,3
pfs,3
long,3
around,3
another,3
2-year,3
wellness,3
home-based,3
strength,3
achieving,3
machine,3
learning,3
features,3
advances,3
physician-patient,3
suffering,3
systematically,3
communicate,3
statements,3
oncologists,3
recorded,3
metabolic,3
moderate-intensity,3
continuum,3
topics,3
recreational,3
meeting,3
pre-diagnosis,3
poorly,3
understood,3
computer-assisted,3
peripheral,3
self,3
confounders,3
colonoscopy,3
repeat,3
dose,3
recurrence/disease-specific,3
tea,3
rated,3
fidelity,3
nitrogen-containing,3
i-iii,3
marginally,3
adoption,3
2010,3
colon,3
adolescents,3
categories,3
dyadic,3
dyad,3
others,3
guidance,3
microvessel,3
pace,3
get,3
last,3
materials,3
29,3
&,3
lt,3
able,3
database,3
species,3
june,3
span,3
alleles,3
tp53,3
spirituality,3
illnesses,3
reproducibility,3
questions,3
r,3
hct,3
message,3
nine,3
decisional,3
conflict,3
b,3
communities,3
implemented,3
70,3
multilevel,3
basic,3
negatively,3
ads,3
quitting-related,3
viewing,3
lftc,3
26.7,3
self-affirmation,3
go,3
smart,3
ski,3
initiation,3
0.0005,3
always,3
social-cognitive,3
precursors,3
ultimately,2
relapse,2
sensitive,2
arousal,2
dysregulation,2
differs,2
lapsed,2
shorter,2
magnitude,2
successful,2
aims,2
whel,2
regressions,2
epidemiologic,2
lowered,2
2.0,2
oriented,2
overcome,2
gain,2
514,2
dual-energy,2
scans,2
68,2
challenged,2
differential,2
newspapers,2
august,2
plus,2
content,2
periods,2
harms,2
became,2
aids,2
brands,2
cities,2
2012.,2
recording,2
statistics,2
correlations,2
saw,2
co,2
7.9,2
4.5,2
yield,2
begin,2
next,2
involve,2
examining,2
know,2
adulthood,2
indicating,2
ethnicity,2
point,2
squares,2
concurrent,2
play,2
oradj,2
quickly,2
1.13,2
critical,2
issue,2
populations,2
health-risk,2
drinking,2
city,2
fruits,2
underscoring,2
opioid,2
rs1799971,2
cis-eqtl,2
urban,2
replication,2
cohorts,2
smallest,2
replicated,2
6.3,2
meta-analysis,2
rs3778150-c,2
allele,2
importantly,2
presence,2
2.7,2
inconsistent,2
counties,2
contacted,2
chi-square,2
=90,2
performing,2
training,2
metastasis,2
beta-adrenergic,2
beta-1-adrenergic,2
selective,2
indication,2
society,2
wait-list,2
76,2
hierarchical,2
additionally,2
group-based,2
clinicaltrials.gov,2
widespread,2
clarity,2
malignancy,2
histories,2
second-degree,2
decreasing,2
deceased,2
vital,2
utility,2
liquid,2
artifactual,2
monitor,2
27,2
maximum,2
1361,2
comorbid,2
january,2
2003.,2
eligibility,2
1.27,2
0.73,2
0.46,2
technique,2
acceptable,2
regions,2
0.53,2
1.28,2
tumour,2
node,2
favorable,2
1999,2
3.94,2
ultrasound,2
7.2,2
1.9,2
percutaneous,2
undergo,2
20-year,2
43,2
times,2
frequent,2
591,2
12.5,2
5.9,2
biopsies,2
69,2
27.9,2
occurred,2
urology,2
university,2
kaiser,2
permanente,2
northern,2
eligible,2
26,2
23,2
discussed,2
informed,2
managing,2
thought,2
anxiety,2
inventory,2
epidemiological,2
interdependence,2
spousal,2
degree,2
indicator,2
132,2
spouse-rated,2
developing,2
cost-effectiveness,2
india,2
africa,2
targeted,2
required,2
35,2
involving,2
inspection,2
cervix,2
acetic,2
hpv,2
--,2
variation,2
genomic,2
network,2
64,2
account,2
enrichment,2
sh2b3,2
.009,2
subpathway,2
relevant,2
ovary,2
consistently,2
eb,2
cocktail,2
ors,2
modifies,2
offers,2
pathways,2
low-fat,2
disease-specific,2
926,2
thereafter,2
died,2
0.57,2
0.56,2
sudaan,2
advancing,2
link,2
prospectively,2
antidepressant,2
698,2
pfs-12,2
i.e.,2
describes,2
shown,2
views,2
vegetarianism,2
cronbach,2
preference,2
items,2
rehabilitation,2
florida,2
york,2
claims,2
side,2
absent,2
decongestive,2
manual,2
lymphatic,2
drainage,2
bandages,2
compression,2
exercises,2
2.8,2
thereby,2
opportunity,2
714,2
entry,2
classify,2
race/ethnicity,2
directly,2
manage,2
compares,2
pooled,2
hope,2
tool,2
13,2
become,2
divided,2
medication,2
evidence-based,2
primarily,2
testosterone,2
observations,2
suspected,2
c-reactive,2
amyloid,2
3.0,2
mg/l,2
3.66,2
diets,2
reductions,2
glycemic,2
gi,2
gl,2
lacking,2
usual,2
recurrences,2
0.75,2
0.27-1.70,2
offer,2
biomarkers,2
2011,2
flavonoids,2
experimental,2
precursor,2
lesion,2
considered,2
flavonoid,2
lignans,2
intestinal,2
metaplasia,2
quartiles,2
source,2
animal,2
containing,2
25,000,2
kilogram,2
58,2
inhibited,2
obesity-induced,2
diet-fed,2
pathology,2
epithelium,2
osteopontin,2
e-cadherin,2
bone,2
q,2
12.9,2
corresponding,2
non-sarcopenic,2
5.45,2
sarcopenic,2
q1,2
0.004,2
relevance,2
enrollees,2
micronutrient,2
alterations,2
alter,2
prenatal,2
epigenetic,2
methylation,2
-7,2
weights,2
validation,2
reasons,2
difficult,2
1.4,2
advanced-stage,2
high-grade,2
attenuated,2
mutation,2
aggressive,2
example,2
min/week,2
cycles,2
curve,2
auc,2
urinary,2
parenchymal,2
enhancement,2
follicular,2
0.03,2
uses,2
non-users,2
grade,2
quarter,2
smoked,2
highlight,2
include,2
minimally,2
presumed,2
perioperative,2
40-49,2
50-59,2
/=60,2
complications,2
disseminated,2
studied,2
waves,2
noticed,2
1.02,2
0.43,2
possibly,2
breast-cancer,2
28,2
minority,2
disorders,2
eater,2
180,2
categorized,2
anova,2
decreases,2
choices,2
adapted,2
consisted,2
improvements,2
improvement,2
powerful,2
worry,2
resource,2
intensive,2
infection,2
zambia,2
structured,2
ahr,2
cd4,2
suppression,2
highlights,2
immediately,2
improving,2
therefore,2
accounting,2
low-grade,2
markers,2
.07,2
hardship,2
employment,2
panel,2
dynamics,2
worked,2
dropped,2
cck,2
intermediate,2
pre-menopausal,2
expressed,2
substantially,2
stratification,2
sum,2
staining,2
biomarker,2
physiologic,2
implicated,2
aspects,2
structural,2
distinct,2
root,2
square,2
approximation,2
root-mean-squared,2
residual,2
0.035,2
good,2
.045,2
conservatively,2
radiotherapy,2
cryotherapy,2
androgen,2
deprivation,2
adt,2
65-74,2
screening-detected,2
5.7,2
lack,2
ensuring,2
searching,2
ever,2
information-seeking,2
causes,2
requiring,2
lot,2
making,2
top,2
genome,2
rs6674079,2
1q22,2
lncrnas,2
rp11-284f21.8,2
amount,2
18-64,2
2015.,2
3.4,2
working,2
10.2,2
unable,2
p=0.002,2
delaying,2
transportation,2
mode,2
gps,2
dataset,2
bicycling,2
vehicle,2
forest,2
algorithm,2
moving,2
filter,2
smooth,2
predictions,2
cross-validated,2
increasingly,2
provider,2
challenges,2
patient-centered,2
opportunities,2
taxonomy,2
compassionate,2
office,2
audio,2
framework,2
elements,2
prediagnosis,2
regional,2
inactive,2
0.69,2
0.45,2
0.33,2
1.45,2
goal,2
real-time,2
methods/design,2
comprehensive,2
min/wk,2
remain,2
nondense,2
volumetric,2
aging,2
polymerase,2
chain,2
reaction,2
telomeres,2
adenomas,2
polypectomy,2
/=1,2
0.89,2
0.80,2
0.50,2
sensitivity,2
evaluating,2
modifiable,2
53.4,2
deviation,2
drinkers,2
guideline,2
address,2
unmotivated,2
mi,2
in-person,2
session,2
rigorous,2
verification,2
planned,2
pharmacotherapy,2
mediator,2
exhibit,2
nonmetastatic,2
detroit,2
bisphosphonate,2
ii/iii,2
sampled,2
described,2
75-79,2
0.81,2
0.91,2
80,2
0.47,2
66.1,2
0.59,2
safety,2
clothing,2
shade,2
32,2
pants,2
engagement,2
subgroups,2
closer,2
desire,2
family-based,2
actual,2
parent,2
ps,2
correlates,2
i.e,2
responses,2
similarity,2
reading,2
'doing,2
affects,2
nonvigorous,2
non-hodgkin,2
lymphoma,2
319,2
53,2
females,2
great,2
especially,2
continuous,2
imaged,2
conversely,2
545,2
person,2
bodily,2
promotion,2
1983,2
insights,2
mammalian,2
ionizing,2
doxorubicin,2
apoptosis,2
humans,2
copies,2
19,2
cells,2
administered,2
scheduled,2
hypotheses,2
2001,2
prayer,2
problem,2
latinos,2
mediate,2
smoke,2
ability,2
record,2
hs,2
vigorous-intensity,2
participation,2
fhcrc,2
mailing,2
iqr,2
talked,2
beginning,2
analyze,2
sociodemographic,2
-0.42,2
collection,2
entire,2
serve,2
efficacious,2
47,2
emerged,2
wrist-worn,2
raw,2
actigraph,2
ggir,2
crouter,2
2886,2
deserve,2
encouragement,2
interpersonal,2
designing,2
influenza,2
vaccination,2
clinician,2
appropriately,2
work/driving,2
prolonged,2
leisure-time,2
0-6,2
/=21,2
h/week,2
3743,2
590,2
call,2
schedule,2
feasibility,2
acceptability,2
message-based,2
contact,2
27.7,2
upon,2
longitudinally,2
bereavement,2
interviewed,2
bereaved,2
affective,2
sequencing,2
spontaneous,2
pertaining,2
non-actionable,2
sustainability,2
sun-protection,2
conducting,2
occur,2
bpp,2
dependent,2
absenteeism,2
ewp,2
treat,2
referred,2
sack,2
parent-packed,2
explained,2
cancors,2
misperceptions,2
nonpersonalized,2
ema,2
unsuccessful,1
withdrawal,1
exacerbates,1
prepulse,1
inhibition,1
57,1
ad,1
lib,1
88,1
separately,1
neurophysiological,1
regulation,1
2817,1
undertaken,1
six-item,1
ces-d,1
1-,1
4-year,1
recalls,1
1.4-3.0,1
behaviorally,1
furthest,1
+37.2,1
+49.0,1
-22.4,1
cofounders,1
1.7,1
4.7,1
kg,1
2.1,1
3.9,1
gained,1
established,1
lay,1
contributed,1
heart,1
replacement,1
progestin,1
initiative,1
2002.,1
n=663,1
twenty,1
regional/national,1
8-fold,1
presented,1
notified,1
termination,1
presentation,1
market,1
marketed,1
'light,1
'low,1
keep,1
health-concerned,1
wrongly,1
believing,1
harmful,1
carbon,1
monoxide,1
purchased,1
shipped,1
roswell,1
park,1
91,1
pairs,1
characteristic,1
spss,1
characterised,1
generalised,1
equations,1
brand,1
varieties,1
2012,1
6.0,1
feature,1
31.7,1
per-cigarette,1
moisture,1
emissions,1
misleading,1
believe,1
'light/low,1
healthier,1
forestalling,1
prohibited,1
step,1
separate,1
555,1
past-month,1
felt,1
experimentation/possibility,1
job,1
dating,1
someone,1
experiencing,1
breakup,1
curvilinear,1
departure,1
looking,1
123,567,1
beneficiaries,1
expected,1
42.6,1
50.,1
51.7,1
2010-2011,1
26,760,1
675,1
37,1
1.33,1
1.15-1.53,1
switching,1
relapsed,1
hradj,1
1.02-1.26,1
0.88-1.37,1
attained,1
30day,1
two-thirds,1
cluster,1
utilized,1
cscs,1
12,122,1
ex-smokers,1
alcohol,1
socioeconomic,1
residence,1
milk,1
slept,1
exercised,1
got,1
drunk,1
ex-,1
mu,1
nucleotide,1
polymorphism,1
conclusively,1
heroin/other,1
plausibility,1
altering,1
brain,1
nominate,1
103,1
messenger,1
rna,1
prefrontal,1
cortex,1
224,1
braincloud,1
cis-expression,1
trait,1
totaling,1
16,729,1
australians,1
8.9,1
rs9478495,1
rs9384169,1
rs562859,1
-19,1
rs1799971-a,1
rs1799971-a/rs3778150-c,1
.79,1
rs1799971-a/rs3778150-t,1
haplotypes,1
lastly,1
suggestive,1
rs3823010,1
replicable,1
haplotype,1
structure,1
nearby,1
underlie,1
internists,1
obstetrician/gynecologists,1
50-75,1
principal,1
seventy-five,1
252,1
respond,1
writing,1
inquired,1
predispose,1
enable,1
reinforce,1
statistic,1
fifty-one,1
perform,1
twelve,1
influencing,1
blockade,1
peritoneal,1
fallopian,1
tube,1
collectively,1
multicenter,1
1425,1
histopathologically,1
63,1
21-93,1
269,1
193,1
71.7,1
remaining,1
antagonists,1
arrhythmia,1
postmyocardial,1
infarction,1
47.8,1
42,1
=.04,1
selectivity,1
94.9,1
38.2,1
90,1
121:3435-43,1
adversely,1
cancer-relevant,1
10-week,1
postintervention,1
posttreatment,1
-0.17,1
-0.23,1
relaxation,1
avenue,1
application,1
nct00121160,1
connecticut,1
coherence,1
completeness,1
1,019,1
20,504,1
2,657,1
97.7,1
judged,1
indeterminate,1
79,1
10.1,1
unspecified,1
