Term, count
.001,19
quality,19
suggest,19
patient,19
female,19
attention,19
role,19
functioning,19
per,19
trials,19
complete,19
cad,19
trend,18
cognitive,18
specificity,18
potential,18
completed,18
genetic,18
snps,18
differences,18
individuals,18
future,18
reduced,18
least,18
little,18
found,18
detection,18
populations,18
model,18
media,18
beliefs,18
report,17
incident,17
vs.,17
distress,17
sleep,17
well,17
6,17
hazard,17
needed,17
determine,17
evaluate,17
density,17
bmi,17
adjusting,17
respectively,17
low,17
diet,17
recommendation,17
china,17
harm,17
estimates,16
state,16
nicotine,16
scale,16
addiction,16
common,16
practice,16
individual,16
physician,16
12,16
recommendations,16
prostate,16
need,16
united,16
cam,16
respondents,16
e-cigarettes,16
men,16
hardship,16
food,15
risks,15
fat,15
measured,15
related,15
past,15
expression,15
african,15
white,15
different,15
independent,15
longitudinal,15
mass,15
tests,15
population-based,15
cigars,15
surgery,15
quitting,15
dependence,15
expectancy,15
lymphedema,15
subjects,14
intervals,14
16,14
provide,14
although,14
additional,14
program,14
prior,14
cbsm,14
adults,14
ii,14
multivariable,14
american,14
claims,14
public,14
vs,14
states,14
implementation,14
vaccine,14
recall,14
nsclc,14
general,14
relative,13
alternative,13
particularly,13
impairment,13
mental,13
stress,13
method,13
negative,13
tested,13
randomized,13
decision,13
objectives,13
defined,13
influence,13
iii,13
approximately,13
surgical,13
adjuvant,13
better,13
2010,13
period,13
type,13
multivariate,13
product,13
cross-sectional,13
abnormal,13
analyzed,13
hpv,13
guidelines,13
policies,13
times,13
``,13
'',13
home,13
estimated,12
estimate,12
intake,12
following,12
hospital,12
mean,12
diseases,12
eating,12
secondary,12
normal,12
americans,12
treatments,12
understand,12
affect,12
incidence,12
multiple,12
versus,12
u.s.,12
many,12
mammogram,12
reporting,12
half,12
knowledge,12
ages,12
average,12
burden,12
accuracy,12
children,12
motivational,12
wave,12
day,11
large,11
matched,11
adjustment,11
range,11
ratios,11
early,11
predicted,11
help,11
adherence,11
behavior,11
processing,11
sought,11
family,11
month,11
new,11
setting,11
collected,11
9,11
due,11
given,11
lifestyle,11
promote,11
improve,11
recommended,11
decreased,11
volume,11
facilities,11
regardless,11
18,11
consortium,11
routine,11
us,11
benefit,11
policy,11
counseling,11
trajectory,11
onset,11
caregiver,11
caregivers,11
trends,11
fp,11
electronic,11
1996,11
5-year,11
concerns,11
0.001,11
30,11
switching,11
sct,11
budding,11
statistical,10
showed,10
0.01,10
detected,10
65,10
anxiety,10
provided,10
consistent,10
attempt,10
major,10
lack,10
genotype,10
score,10
depressive,10
healthy,10
review,10
known,10
underlying,10
institute,10
comorbidities,10
human,10
number,10
sessions,10
7,10
specific,10
level,10
systems,10
black,10
receive,10
severity,10
procedures,10
process,10
hct,10
enrollment,10
health-related,10
interview,10
cancers,10
introduction,10
youth,10
smokeless,10
dual,10
effectiveness,10
biopsy,10
would,10
prevention,10
efficacy,10
available,10
outcome,10
published,10
barriers,10
effective,10
could,10
case,10
representative,10
ht,10
area,10
cancer-specific,10
smoke,10
improved,10
participation,10
implemented,10
consumption,10
waves,10
attempts,10
telephone,10
smoked,10
cigar,10
sun,10
slt,10
marijuana,10
comparison,9
factor,9
blood,9
week,9
diagnostic,9
reduce,9
assessments,9
gene,9
polymorphisms,9
psychological,9
beta,9
genes,9
calculated,9
long-term,9
and/or,9
second,9
coping,9
followed,9
cox,9
20,9
concordance,9
statistically,9
dense,9
obese,9
cell,9
regarding,9
income,9
variables,9
independently,9
questionnaire,9
percent,9
provides,9
younger,9
timely,9
system,9
imaging,9
0,9
development,9
based,9
prevent,9
content,9
/=,9
pa,9
male,9
height,9
cd,9
provider,9
psychosocial,9
sexual,9
invasive,9
region,9
false-positive,9
according,9
young,9
triggers,9
performance,9
days,9
interviewing,9
parenting,9
style,9
conversations,9
bans,9
length,8
rr,8
delirium,8
50,8
enhance,8
problems,8
response,8
disorder,8
currently,8
sensory,8
2013,8
fits,8
addition,8
importance,8
females,8
conditions,8
opioid,8
heroin,8
six,8
present,8
management,8
0.05,8
active,8
hrs,8
address,8
symptom,8
often,8
appear,8
assessing,8
armband,8
surveys,8
disparity,8
highest,8
socioeconomic,8
percentage,8
40,8
enrolled,8
mediated,8
observational,8
deaths,8
fatigue,8
scores,8
providers,8
initial,8
students,8
key,8
interaction,8
treated,8
cervical,8
advanced,8
delivery,8
pf,8
describe,8
dcis,8
focus,8
significance,8
qoc,8
8,8
benefits,8
substantial,8
recent,8
cities,8
visible,8
base,8
even,8
interpersonal,8
much,8
price,8
computer-aided,8
regular,8
guideline,8
mood,8
recurrence,8
2008,8
cortisol,8
icv,8
nevi,8
pancreatic,8
marked,8
egfrmut,8
lymph,8
hba1c,8
chd,8
ptg,8
hwls,8
previous,7
suggests,7
frequency,7
selection,7
relationships,7
center,7
participant,7
daily,7
100,7
relation,7
rtls,7
phobic,7
nurses,7
samples,7
larger,7
evaluation,7
since,7
part,7
asd,7
males,7
epidemiology,7
seer,7
indicated,7
types,7
tissue,7
loci,7
four,7
case-control,7
assigned,7
disturbance,7
proinflammatory,7
cancer-related,7
difference,7
personal,7
receiving,7
vary,7
participated,7
actigraph,7
standard,7
examines,7
bone,7
intentions,7
mechanisms,7
norms,7
resulting,7
local,7
regional,7
1998,7
tumors,7
five,7
areas,7
varied,7
services,7
initiation,7
sociodemographic,7
race/ethnicity,7
performed,7
yet,7
questions,7
labels,7
decisions,7
predictors,7
pathways,7
reduction,7
race,7
context,7
california,7
trajectories,7
frequently,7
radiotherapy,7
annual,7
emotional,7
variants,7
uc,7
adolescent,7
2001,7
subsequent,7
growth,7
cris,7
materials,7
multilevel,7
financial,7
normative,7
authors,7
focused,7
strongly,7
employed,7
information-seeking,7
random,7
disability,7
cigarillos,7
cigarillo,7
occupational,7
declined,7
efforts,7
rare,7
29,7
sunburn,7
smoke-free,7
watching,7
tv,7
tert,7
+,7
absolute,7
low-income,7
reference,7
agreement,7
node,7
schools,7
australia,7
lapsing,7
questionnaires,6
records,6
log,6
top,6
mmse,6
explore,6
ppi,6
longer,6
identifying,6
critical,6
understanding,6
communication,6
end,6
linked,6
oprm1,6
functional,6
cohorts,6
-5,6
allele,6
presence,6
target,6
might,6
production,6
almost,6
15,6
median,6
distribution,6
susceptibility,6
44,6
brief,6
relatively,6
positively,6
result,6
progression,6
proportional,6
binge,6
investigate,6
bes,6
controlled,6
discussion,6
r,6
e.g.,6
neighborhood,6
mice,6
postmenopausal,6
small,6
particular,6
mds,6
referral,6
value,6
31,6
2006,6
experience,6
acceptability,6
literature,6
interviews,6
fecal,6
fobt/fit,6
colonoscopy,6
nearly,6
cause,6
fit,6
providing,6
established,6
record,6
fop,6
specifically,6
inform,6
another,6
er,6
kingdom,6
awareness,6
high-risk,6
alcohol,6
70,6
researchers,6
probability,6
informal,6
obtained,6
controlling,6
poor,6
nationally,6
47,6
approved,6
agents,6
delivered,6
postdiagnosis,6
kappa,6
administration,6
75,6
newly,6
developed,6
international,6
still,6
therefore,6
widely,6
acceptable,6
final,6
develop,6
free,6
all-cause,6
hrt,6
measurements,6
screened,6
sources,6
revealed,6
dose,6
messages,6
promotion,6
mi,6
indirect,6
usual,6
perception,6
difficulty,6
obtaining,6
gender,6
chemoradiation,6
radiation,6
especially,6
prediagnostic,6
13-24,6
hftc,6
pdv,6
eac,6
making,6
alliance,6
melanoma,6
brands,6
hp2-2,6
housing,6
teachers,6
race-ethnic,6
ec,6
ufa,6
chemicals,6
talking,6
ffq,5
confounders,5
32,5
whereas,5
modeling,5
classes,5
lapse,5
startle,5
abstinence,5
duration,5
genome-wide,5
availability,5
widespread,5
summary,5
24,5
several,5
living,5
validated,5
disorders,5
european,5
urban,5
randomly,5
represent,5
insomnia,5
condition,5
survivorship,5
occurrence,5
settings,5
date,5
comparable,5
considering,5
occurred,5
strategies,5
explored,5
hazards,5
documented,5
habits,5
decrease,5
differed,5
later,5
categorized,5
demonstrated,5
parameters,5
goal,5
remained,5
opportunity,5
illness,5
mineral,5
complementary,5
thus,5
countries,5
issues,5
developing,5
play,5
college,5
undergo,5
get,5
obtain,5
whose,5
c-peptide,5
1995,5
stratified,5
subgroups,5
hrqol,5
feasibility,5
ability,5
11,5
weighted,5
hookahs,5
occult,5
category,5
site,5
variability,5
variation,5
members,5
returned,5
hundred,5
addressing,5
clinically,5
relevant,5
treat,5
self-reported,5
around,5
prognosis,5
methylation,5
guide,5
approaches,5
main,5
short,5
36,5
suggested,5
clinicians,5
plan,5
criteria,5
persons,5
utilization,5
practices,5
hormone,5
strong,5
components,5
medicine,5
supplement,5
cancors,5
acceptance,5
harms,5
increases,5
environments,5
whr,5
chinese,5
inequalities,5
measurement,5
compare,5
seven,5
measure,5
investigated,5
comorbidity,5
prevalent,5
appropriate,5
ayas,5
population-level,5
red,5
hypothesized,5
fatty,5
affects,5
endorsed,5
quitters,5
advice,5
pre-,5
television,5
phip,5
meat,5
0.03,5
possibly,5
differ,5
conventional,5
scenarios,5
uncertainty,5
recommend,5
6-month,5
asphalt,5
hnscc,5
experienced,5
variant,5
tracking,5
sb,5
adt,5
combined,5
sweden,5
rs2736100,5
text,5
underweight,5
homes,5
mirna,5
binding,5
3'utrs,5
therapeutic,5
moderate/severe,5
senior,5
ban,5
ai,5
bsc,5
material,5
residents,5
enrollees,5
concurrent,5
power,4
strategy,4
d=,4
mc,4
mini-cog,4
upon,4
52,4
alone,4
85,4
17,4
33,4
proportion,4
maximize,4
telomere,4
cci,4
severe,4
non-significantly,4
shorter,4
required,4
people,4
posttraumatic,4
ptsd,4
magnitude,4
complex,4
challenges,4
include,4
aims,4
understood,4
poorer,4
receptor,4
polymorphism,4
despite,4
putative,4
-8,4
-6,4
show,4
additionally,4
feasible,4
encouraging,4
inflammation,4
cbt-i,4
tcc,4
.05,4
marginally,4
framework,4
codes,4
woman,4
1.06,4
third,4
supports,4
possible,4
link,4
cis,4
epithelial,4
participating,4
post-intervention,4
repeated,4
interactions,4
eaters,4
lead,4
interest,4
monitor,4
polysomnography,4
adolescents,4
devices,4
black-white,4
elderly,4
explained,4
qualitative,4
extremely,4
characterized,4
21,4
latinas,4
theory,4
family/friend,4
others,4
washington,4
last,4
causes,4
onto,4
25,4
kg/m,4
loss,4
correlates,4
describes,4
unclear,4
choice,4
non-cigarette,4
suggesting,4
offer,4
eight,4
13,4
implementing,4
treating,4
ready,4
flexible,4
earlier,4
designs,4
approach,4
nutrition,4
coding,4
novel,4
via,4
supporting,4
largely,4
surveyed,4
counselor,4
predictor,4
correlated,4
therapies,4
differential,4
investigation,4
rural,4
2002,4
reach,4
strength,4
form,4
hboc,4
continued,4
carcinoma,4
improvement,4
chest,4
childhood,4
events,4
instrument,4
school,4
lowest,4
looked,4
spent,4
patient-perceived,4
covariates,4
fair,4
size,4
technologies,4
self-report,4
reducing,4
daughter,4
poc,4
predictive,4
sites,4
administered,4
reports,4
inpatient,4
account,4
extensively,4
never,4
shown,4
acid,4
tailored,4
campaigns,4
towards,4
gifts,4
recalled,4
good,4
sustained,4
noncancer,4
examples,4
judgments,4
registry,4
4.1,4
procedure,4
indicate,4
items,4
89,4
breasts,4
asked,4
warning,4
dependent,4
radiologists,4
drug,4
curve,4
2007,4
said,4
hours,4
every,4
preferred,4
source,4
best,4
department,4
access,4
domains,4
gap,4
pattern,4
confirmed,4
joint,4
implement,4
addictive,4
community,4
though,4
programs,4
puff,4
regulatory,4
menthol,4
non-menthol,4
minutes,4
confounding,4
marketing,4
opioids,4
cumulative,4
parents,4
concern,4
2009,4
extent,4
moderate,4
ipo11,4
natural,4
contained,4
sedentary,4
mvpa,4
influenced,4
snus,4
blef,4
alef,4
previously,4
sitting,4
i/ii,4
iiib/iv,4
64,4
telomerase,4
locus,4
calls,4
reminder,4
unmarked,4
adrb3,4
african-american,4
auc,4
dv,4
skin,4
sd,4
study-specific,4
patient-oncologist,4
6.5,4
full,4
intention,4
translations,4
employees,4
cause-specific,4
area-socioeconomic,4
test-use,4
ecs,4
cancer-attributable,4
traditional,4
trouble,4
sleeping,4
pathologists,4
nmol/l,4
amt6s,4
modification,3
component,3
clinic,3
rrs,3
calories,3
direct,3
quintile,3
0.02,3
fr,3
1.24,3
seen,3
comparisons,3
admission,3
unknown,3
mild,3
ad8,3
examination,3
predicting,3
academic,3
carried,3
either,3
biological,3
later-life,3
/=3,3
/=6,3
relevance,3
relate,3
non-anxious,3
likelihood,3
attentional,3
reflex,3
successful,3
regulation,3
correlations,3
useful,3
insights,3
preventing,3
correlation,3
estimating,3
statistics,3
anorexia,3
educational,3
attainment,3
activation,3
achieved,3
epidemiologic,3
completion,3
targets,3
noted,3
taken,3
core,3
profile,3
rather,3
discuss,3
features,3
ascertained,3
pronounced,3
single,3
snp,3
103,3
rna,3
quantitative,3
cis-eqtl,3
replication,3
ancestry,3
rs3778150,3
intron,3
meta-analysis,3
4.3,3
inconsistent,3
systemic,3
reverse,3
chi,3
crp,3
monocyte,3
cytokines,3
.01,3
inflammatory,3
responses,3
icd9,3
hypotheses,3
integrated,3
6-15,3
toward,3
epidemiological,3
majority,3
stable,3
means,3
targeting,3
modestly,3
ethnic,3
seek,3
non-binge,3
demographics,3
measuring,3
arm,3
min,3
parameter,3
accurate,3
colon,3
resection,3
equally,3
oncologist,3
66-70,3
accounted,3
environment,3
absence,3
various,3
diets,3
experiences,3
acute,3
planning,3
definitive,3
april,3
january,3
underwent,3
none,3
impacted,3
able,3
considered,3
latina,3
mechanism,3
heal,3
whichever,3
came,3
1.31,3
estrogen,3
pain,3
notably,3
cost,3
opportunities,3
north,3
carolina,3
ever,3
thirds,3
initiated,3
facilitated,3
healthcare,3
insurance,3
whites,3
0.97,3
offices,3
office,3
participate,3
potentially,3
400,3
51,3
14,3
promise,3
phase,3
orbit,3
presents,3
panel,3
label,3
empirical,3
ultrasound,3
affective,3
linear,3
emerged,3
remains,3
experimental,3
pfs,3
os,3
eoc,3
subset,3
set,3
1.0,3
aa,3
ea,3
wide,3
cpg,3
differentially,3
appalachia,3
reasons,3
depend,3
wellness,3
home-based,3
immediate,3
self-efficacy,3
benefited,3
maintenance,3
hmos,3
clinician,3
responding,3
impacts,3
depending,3
die,3
variety,3
adoption,3
modifiable,3
responded,3
pr,3
0.70,3
mammographic,3
remain,3
randomization,3
comprised,3
1.22,3
1.13,3
restricted,3
2011,3
contrast,3
neither,3
acculturation,3
uses,3
predict,3
increasingly,3
well-being,3
conducting,3
patient-reported,3
pap,3
uptake,3
papillomavirus,3
vaccination,3
validity,3
monitoring,3
lesions,3
9-12,3
selected,3
71,3
giving,3
86,3
90,3
bias,3
modality,3
oral,3
nonusers,3
initiators,3
continuers,3
laboratory,3
attributed,3
60,3
outpatient,3
greatest,3
san,3
francisco,3
prognostic,3
non-small,3
vitro,3
contribute,3
interpretation,3
limited,3
aimed,3
gcgh,3
attitudes,3
analysed,3
efficacious,3
continuum,3
successfully,3
motivated,3
fewer,3
generally,3
consider,3
made,3
registries,3
1999,3
post-mqsa,3
41,3
captured,3
oncology,3
utilized,3
25-29,3
detailed,3
in-person,3
intakes,3
sweets,3
0.69,3
localized,3
individually,3
come,3
led,3
example,3
trigger,3
determined,3
43,3
1.45,3
prediagnosis,3
equivalent,3
0.73,3
mediation,3
channels,3
say,3
motivation,3
ratings,3
actual,3
2005,3
prescriptions,3
journals,3
staff,3
search,3
articles,3
1991,3
in-depth,3
pragmatic,3
bottom,3
high-grade,3
sum,3
ptrend,3
0.12,3
bc,3
asian,3
nl,3
determinants,3
former,3
pharmacologic,3
collaboration,3
roll-your-own,3
exposed,3
created,3
primarily,3
varying,3
fidelity,3
ra,3
recruited,3
regularly,3
old,3
coex,3
plasma,3
highly,3
intensity,3
6-10,3
weeks,3
boston,3
industry,3
mainly,3
parental,3
decline,3
declines,3
highlights,3
non-smokers,3
changed,3
67,3
2009.,3
training,3
appropriately,3
ipo11-htr1a,3
entire,3
adhd,3
t5,3
1.5,3
applied,3
counts,3
endoscopic,3
rectal,3
studied,3
seer-medicare,3
simsmoke,3
ads,3
quitting-related,3
postdiagnostic,3
viewing,3
rs401681,3
linkage,3
egfr,3
demographic,3
ltl,3
-,3
sequence,3
masses,3
referred,3
lftc,3
26.7,3
visceral,3
class,3
tertile,3
2013.,3
x-ray,3
mirnas,3
nine,3
versions,3
dysplasia,3
perfect,3
sentinel,3
limb,3
lvc,3
smoker,3
successive,3
name,3
/=6.5,3
nested,3
excluding,3
special,3
fa,3
necessity,3
0.5,3
laws,3
cutaneous,3
thickness,3
computed,3
annually,3
0.0005,3
histologic,3
cutoff,3
always,3
asymptomatic,3
ldct,3
folic,3
undetectable,3
melatonin,3
urinary,3
night,3
shift,3
efficient,2
frs,2
ffqs,2
initiative,2
unconditional,2
instruments,2
standardized,2
0.008,2
0.006,2
subtypes,2
evaluating,2
dementia,2
optimal,2
informant-based,2
tools,2
hospital-acquired,2
consisted,2
adding,2
73,2
46,2
97,2
combination,2
prospectively,2
marker,2
aging,2
peripheral,2
leukocytes,2
1988,2
2004.,2
fmm,2
minimal/intermediate,2
multivariable-adjusted,2
telomeres,2
ultimately,2
relapse,2
sensitive,2
arousal,2
dysregulation,2
differs,2
lapsed,2
separately,2
success,2
traits,2
causal,2
estimation,2
gwas,2
individual-level,2
overlap,2
meta-analyses,2
difficulties,2
requires,2
biased,2
nervosa,2
highlight,2
whel,2
visits,2
2.0,2
behaviorally,2
fiber,2
overcome,2
descriptions,2
autism,2
forms,2
building,2
emphasize,2
multisensory,2
integration,2
characteristic,2
mhos,2
nci,2
comorbid,2
nucleotide,2
rs1799971,2
brain,2
totaling,2
smallest,2
located,2
6.3,2
resulted,2
rs3778150-c,2
replicable,2
elevated,2
82,2
wait-list,2
76,2
hierarchical,2
group-based,2
clinicaltrials.gov,2
cellular,2
transcriptional,2
profiles,2
markers,2
seminar,2
weekly,2
protein,2
ps,2
nuclear,2
mediators,2
evidence-based,2
molecular,2
implications,2
late,2
survived,2
beginning,2
continuing,2
associating,2
code,2
pertaining,2
icd,2
shifted,2
non-breast,2
cope,2
heightened,2
identification,2
emerging,2
antidepressant,2
persistent,2
confirm,2
sustainable,2
minority,2
way,2
eater,2
hispanic,2
180,2
anthropometric,2
anova,2
decreases,2
f,2
recognition,2
typically,2
gold,2
wore,2
recording,2
tended,2
wake,2
exist,2
retrospective,2
degree,2
masterfile,2
medicare-insured,2
consultation,2
10.9,2
16.4,2
10.7,2
30.4,2
27,2
learn,2
adiposity,2
serum,2
ovariectomized,2
c57bl/6,2
whole,2
37,2
contraceptive,2
reproductive,2
extreme,2
osteoporosis,2
epidemic,2
hematopoietic,2
stem,2
marrow,2
leukemia,2
characterize,2
transplantation,2
decision-making,2
age-,2
48,2
$,2
techniques,2
needs,2
done,2
aggressive,2
friend,2
recommends,2
0.38,2
0.61,2
0.002,2
0.07,2
make,2
insulin,2
december,2
diabetes,2
35,2
1.02,2
stronger,2
certain,2
disease-free,2
in-situ,2
800,2
sf-36,2
fatigued,2
survivor,2
multiphasic,2
van,2
informant,2
mobile,2
examinations,2
morbidity,2
maintain,2
pay,2
investment,2
market,2
introduced,2
universities,2
virginia,2
fall,2
2010.,2
bidis/kreteks,2
started,2
1.7,2
start,2
immunochemical,2
fobt/fits,2
96,2
68,2
1.21,2
leading,2
charge,2
handed,2
agreed,2
45,2
77,2
expensive,2
basic,2
hold,2
great,2
pathway,2
article,2
systematic,2
obesity-related,2
progressive,2
prespecified,2
milestones,2
forward,2
movement,2
return,2
methodologies,2
database,2
readily,2
mandated,2
nfp,2
color,2
facial,2
icons,2
experiments,2
tracked,2
allocation,2
packages,2
labeling,2
standards,2
hereditary,2
inquiry,2
count,2
proportions,2
2.8,2
experiment,2
genome,2
rs6674079,2
1q22,2
lncrnas,2
rp11-284f21.8,2
poorly,2
dna,2
twice,2
indicates,2
elucidate,2
basis,2
advances,2
consistently,2
counterparts,2
paper,2
july,2
--,2
infrastructures,2
insufficient,2
service,2
resources,2
2-year,2
membership,2
strongest,2
achieving,2
favorable,2
organizations,2
organizational,2
inclusion,2
effort,2
ductal,2
situ,2
comprises,2
diagnoses,2
excellent,2
benign,2
sampled,2
poisson,2
papanicolaou,2
1.26,2
attenuated,2
compliance,2
indicator,2
furthermore,2
mendelian,2
height-associated,2
pooled,2
1.17,2
1.15,2
1.19,2
10cm,2
1.32,2
1.05,2
1.39,2
premenopausal,2
affecting,2
pathogenesis,2
bowel,2
1998.,2
prudent,2
western,2
person-years,2
quartile,2
fish,2
53,2
0.04,2
adopt,2
chis-cam,2
mexican-,2
asian-,2
multinomial,2
socio-demographic,2
chiropractors,2
massage,2
therapists,2
affected,2
caregiving,2
1.01,2
coordination,2
team,2
ongoing,2
federal,2
susceptible,2
presented,2
dissemination,2
ohio,2
smear,2
heard,2
38,2
girls,2
'not,2
sure,2
respect,2
eg,2
updated,2
reviewing,2
values,2
intravenous,2
exists,2
coverage,2
40-80,2
radiology,2
pharmacy,2
ie,2
50-59,2
opposed,2
built,2
aromatic,2
unrelated,2
animal,2
neurotransmitters,2
receptors,2
caused,2
modulation,2
nicotinic,2
neurotransmitter,2
hyperactivity,2
printouts,2
prompt,2
indicating,2
adherent,2
no-contact,2
appointment,2
smoking-related,2
itc,2
post-campaign,2
campaign-targeted,2
perhaps,2
influences,2
communities,2
families,2
surrounding,2
designed,2
along,2
disseminated,2
concepts,2
spread,2
pilot,2
engagement,2
direction,2
interpreted,2
find,2
commonly,2
inequality,2
implicit,2
consequences,2
urge,2
categories,2
mqsa,2
bcsc,2
pre-mqsa,2
coordinating,2
protection,2
conduct,2
hipaa-compliant,2
81,2
c,2
1,361,2
1994,2
acquire,2
1.1,2
1.3,2
lymphoma,2
nhl,2
terms,2
2012-2013,2
hematologist/oncologists,2
non-hispanic,2
uninsured,2
promising,2
macronutrients,2
high-fat,2
snacks,2
desserts,2
foods,2
sweet,2
modest,2
fully,2
ranged,2
entirely,2
80,2
2006-2009,2
'very,2
covered,2
34.9,2
quarter,2
motivate,2
identifies,2
roc,2
3.2,2
1000,2
massachusetts,2
society,2
0.74,2
thinking,2
belief,2
september,2
2004,2
exposures,2
inactive,2
online,2
lot,2
person,2
inquiries,2
actively,2
hints,2
percentages,2
aids,2
ensuring,2
journal,2
descriptive,2
described,2
psychometrically,2
apart,2
university,2
angeles,2
cycle,2
promis-sexual,2
comparing,2
comparative,2
cer,2
poc-cer,2
cooking,2
4,5-f,2
quinoxaline,2
meiqx,2
dimeiqx,2
mdm,2
1996.,2
hcas,2
1.12,2
gleason,2
ses,2
nses,2
bc-specific,2
create,2
extend,2
methodological,2
screen,2
offered,2
incorporate,2
unique,2
gained,2
2015,2
hookah/waterpipe,2
engaged,2
believed,2
49.8,2
believing,2
aor,2
assuming,2
scenario,2
net,2
absent,2
rated,2
limitations,2
focusing,2
unmotivated,2
resident,2
session,2
rigorous,2
planned,2
pharmacotherapy,2
point,2
autonomy,2
roles,2
sem,2
root,2
square,2
mediational,2
replicate,2
continuous,2
tvem,2
adulthood,2
occurs,2
adolescence,2
boost,2
inhale,2
thereby,2
carcinogens,2
2003,2
supplements,2
computer-assisted,2
waking,2
consuming,2
demonstrate,2
head,2
neck,2
finally,2
everyday,2
lives,2
contain,2
danish,2
cooperative,2
prescription,2
immunosuppressive,2
examining,2
rise,2
changing,2
seeking,2
preventive,2
recorded,2
raters,2
discussed,2
necessary,2
religiosity,2
inverse,2
fact,2
neuropsychiatric,2
seventy-three,2
descent,2
caucasians,2
-32,2
-10,2
intergenic,2
correction,2
tissues,2
concurrently,2
44.2,2
.08,2
monotonic,2
.04,2
or=65,2
died,2
sigmoidoscopy,2
barium,2
enema,2
endoscopy,2
interpret,2
wrist-worn,2
accelerometer,2
raw,2
ggir,2
crouter,2
sex,2
/=60,2
become,2
low-risk,2
nonmetastatic,2
external,2
beam,2
brachytherapy,2
2886,2
1999.,2
modalities,2
course,2
deserve,2
encouragement,2
premature,2
2040.,2
26,2
comprehensive,2
exercise,2
simple,2
negatively,2
influenza,2
36.1,2
work/driving,2
professionals,2
714,2
prolonged,2
leisure-time,2
0-6,2
/=21,2
h/week,2
overtime,2
/=80,2
disequilibrium,2
transcriptase,2
rs2853677,2
8.3,2
adenocarcinoma,2
histology,2
aim,2
mutation,2
cells,2
1.6,2
mrna,2
carcinogenesis,2
warranted,2
3743,2
590,2
call,2
schedule,2
mailed,2
114,2
cancer-free,2
19,2
assistance,2
message-based,2
message,2
contact,2
27.7,2
missense,2
trp64arg,2
candidate,2
subcutaneous,2
gain,2
wild-type,2
modified,2
menopausal,2
1.27,2
ii-iii,2
0.79,2
=.02,2
rapidly,2
topic,2
cm,2
inversely,2
longitudinally,2
decreasing,2
adopted,2
disrupt,2
skts5,2
strains,2
esophageal,2
efficiency,2
0.42,2
prevented,2
numbers,2
nns,2
nnt,2
considerably,2
education-stratified,2
chi-square,2
yielded,2
extensive,2
bereavement,2
interviewed,2
bereaved,2
undergoing,2
switch,2
names,2
usa,2
heart,2
hp,2
hpfs,2
corresponding,2
semester,2
clear,2
bmf,2
influencing,2
timeliness,2
varies,2
facility,2
facility-level,2
substantially,2
hic,2
indicators,2
trying,2
topics,2
occur,2
bpp,2
heterogeneity,2
vital,2
concerning,2
workers,2
systematically,2
1987,2
2005.,2
residence,2
progress,2
goals,2
completeness,2
perform,2
dissections,2
psa,2
radical,2
rp,2
xrt,2
bt,2
generalized,2
healthier,2
accounting,2
nsduh,2
2011.,2
absenteeism,2
ewp,2
interobserver,2
gastrointestinal,2
22,2
bud,2
problem,2
recommending,2
vignettes,2
folate,2
/=0.5,2
preoperative,2
domestic,2
rehabilitation,2
nhs,2
nhsii,2
misperceptions,2
files,2
cancer-directed,2
surgeries,2
